item_category,item_id,brand,user_id,date,comment,rating,tonality,translated_comment
412,4120101,76,690,2010-10-03,"купила недавно. недорого. отличная подошва, приятный интерфейс, небольшая цена. довольна",5,positive,"I bought it recently. Inexpensive. Excellent sole, nice interface, low price. I&#39;m happy."
408,4080301,939,1056,2012-05-16,"Купили в декабре. Страшно довольны, минусов за пол года эксплуатации не выявили, кроме трудностей в уходе за керамической поверхностью. Дизайн радует. Очень рекомендую!",5,positive,"We bought it in December. We are extremely pleased, we have not found any disadvantages in half a year of use, except for the difficulties in caring for the ceramic surface. The design is pleasing. I highly recommend it!"
413,4130401,63,3183,2011-05-07,"Хороший стандартный фен, особых наворотов нет, но со своей основной функцией справляется замечательно! Пользуюсь им 4 года, поломок не было. Куплю новый, только, когда этот сломается.  Советую!",5,positive,"A good standard hair dryer, no special bells and whistles, but it copes with its main function wonderfully! I have been using it for 4 years, there have been no breakdowns. I will buy a new one only when this one breaks. I recommend it!"
203,2030201,440,2981,2010-04-07,"купил этот бук в марте за 25 тысяч  идёт всё всё только одно достаёт это windows 7. для таких буков только хрю ставить и линукс бубунтушный без них это не home\work notebook! а так вообще хорошая вещь вай фай очень мощный!! ловит точку друга за 1,5 км и сигнал на 1-2. игры идут все. а  проц грееца слабей чем core i3 знакомого!!  вообщем вещь супер!! только зря 7 стоит!!  да ещё и 64-bit!",5,positive,"I bought this laptop in March for 25 thousand, everything works, only one thing is annoying, it&#39;s Windows 7. For such laptops, you can only install Xr and Linux Ubuntu, without them, it&#39;s not a home\work notebook! But in general, the Wi-Fi is very powerful!! It catches a friend&#39;s hotspot 1.5 km away and the signal is 1-2. All games work. And the Greek processor is weaker than a friend&#39;s Core i3!! In general, the thing is super!! Only 7 is worth it!! And even 64-bit!"
203,2030201,93,1319,2009-10-12,"я купил, все игры тянет, gta4",5,positive,"I bought it, it runs all games, gta4"
401,4010201,709,763,2015-07-09,"долго не могла определиться с моделью вытяжки, в магазине посоветовали эту модель, тем более она была со скидкой 3000 рублей. купила и вот уже три месяца пользуюсь. со своими обязанностями справляется отлично, воздух очищает и запаха во время готовки не остается. из недостатков могу выделить: то что фильтр на нее дороговато покупать и модель не из тихих, но сильно не напрягает. модель хорошая, но производитель хотелось бы чтобы она была потише. а пока твердая четверка.",4,positive,"I couldn&#39;t decide on a hood model for a long time, the store recommended this model, especially since it was on sale for 3,000 rubles. I bought it and have been using it for three months now. It does its job perfectly, cleans the air and leaves no smell while cooking. Of the disadvantages, I can point out: the filter is expensive to buy for it and the model is not one of the quiet ones, but it is not very annoying. The model is good, but the manufacturer would like it to be quieter. But for now, a solid four."
304,3040104,1,2412,2010-03-24,"Перед покупкой, облазил все форумы, прочитал много отзывов! После покупки ни разу не сожалел, что купил именно Sony PS3, а не XBOX. Поверьте, есть за что платить! Это и медиа-сервер, и BluRay, а чего стоит игра Little Big Planet!? Много встроенных сервисов, бесплатные онлайн-сервисы и игра по сети, в отличие от XBOX. Sony - лидер! Советую!",5,positive,"Before buying, I searched all the forums, read a lot of reviews! After buying, I never regretted that I bought Sony PS3, not XBOX. Believe me, it&#39;s worth paying for! It&#39;s a media server, BluRay, and what about the game Little Big Planet!? Lots of built-in services, free online services and online play, unlike XBOX. Sony is the leader! I recommend it!"
107,1070903,19,2815,2010-05-31,"Классный телевизор по всем параметрам, сборка нормальная!!!Польская!!намного лучше, чем наша Калининградская!!Цвет Яркость контрастность на 5",5,positive,"Cool TV by all parameters, normal assembly!!! Polish!! Much better than our Kaliningrad!! Color Brightness Contrast at 5"
411,4110104,11,2656,2015-11-09,"Пользуюсь этим пылесосом 3 месяца. Очень доволен! Отличная изогнутая щетка с щетинками на концах, с много разовым мешком для сбора пыли который можно стирать, так же можно и бумажные использовать, идеальное соотношение цены и качества, мощный и удобный, шланг надежный.",5,positive,"I have been using this vacuum cleaner for 3 months. I am very pleased! Excellent curved brush with bristles on the ends, with a reusable dust bag that can be washed, you can also use paper ones, ideal value for money, powerful and convenient, reliable hose."
401,4010201,1583,763,2015-07-10,"покупали в новую кухню. выбирали долго, сравнивали в интернете, консультировались с продавцами и остановились на этой модели, из модельного ряда она оказалась самая тихая и функциональная. работает уже два с половиной года и ничего плохого сказать не могу. на 1-ой и 2-ой скорости шум имеется конечно, но не режет слух, на 3-ей конечно шумновата, но пользуемся этой скоростью не так часто, поэтому не замечаем, воздух втягивает на 5+++, очень приятная подсветка и кнопки управления расположены очень удобно. вытяжкой очень довольны и советуем приобретать именно ее, и тогда вы забудете о посторонних запахах насовсем.",5,positive,"We bought it for a new kitchen. We spent a long time choosing, comparing on the Internet, consulting with sellers and settled on this model, it turned out to be the quietest and most functional of the model range. It has been working for two and a half years and I can’t say anything bad. There is noise at the 1st and 2nd speeds, of course, but it doesn’t hurt the ear, at the 3rd it is of course noisy, but we don’t use this speed that often, so we don’t notice it, it draws in air at 5+++, very pleasant lighting and the control buttons are located very conveniently. We are very pleased with the hood and recommend purchasing it, and then you will forget about extraneous odors forever."
515,5150101,1,1358,2011-06-20,"Наушники хорошие) даже очень!) единственное нет подушек в наборе, но это ерунда.",5,positive,"The headphones are good) even very good!) the only thing is that there are no pillows in the set, but that&#39;s nonsense."
409,4090101,48,2951,2011-01-02,"Очень довольна,отмывает хорошо!Единственный минус открывается дверка трудновато.",5,positive,"Very pleased, washes well! The only downside is that the door is difficult to open."
107,1070903,80,635,2010-04-25,"""Вставить флешку с прошивкой, нажать кнопку ""меню"", в меню выбрать ""опции"" (но в них не заходить!!!), нажать на пульте кнопку ""FAV"" СЕМЬ РАЗ!!! (дальше - выбрать файл прошивки вручную , запустить и больше ничего не трогать)""    У нас высветилась таблица ПО и всё- как дальше выбирать в ручную мы так и не поняли-уже перебрали всё!  Кто перепрошивал- подскажите более детально- пожалуйста!!!  Заранее спасибо!",4,positive,"&quot;Insert the flash drive with the firmware, press the &quot;menu&quot; button, select &quot;options&quot; in the menu (but do not enter them!!!), press the &quot;FAV&quot; button on the remote control SEVEN TIMES!!! (then select the firmware file manually, run and do not touch anything else)&quot; We got a software table and that&#39;s it - we still don&#39;t understand how to select manually - we&#39;ve already tried everything! Whoever reflashed it - please tell me in more detail!!! Thanks in advance!"
204,2040201,685,1917,2010-03-29,"Пользуюсь этим Компьютером 2 недели. Выбрал эту модель, т.к. она подходит для моих задач - обработка (постобработка) видео высокой четкости. Очень тихий (по шуму) и производительный компьютер, с очень качественным дисплеем. Недостаток только один - не все программы для Apple локализованы, для меня это не критично. Остальное все - достоинства: удобный и быстрый интерфейс, суперудобная мышь (шла в комплекте) и клавиатура (после Windows PC нужно привыкнуть к расположению точки и запятой в русской раскладке). Не пожалел, что взял iMac и рекомендую - не пожалеете.",5,positive,"I have been using this computer for 2 weeks. I chose this model because it suits my tasks - processing (post-processing) high-definition video. Very quiet (in terms of noise) and productive computer, with a very high-quality display. There is only one drawback - not all programs for Apple are localized, for me it is not critical. Everything else is advantages: convenient and fast interface, super convenient mouse (included) and keyboard (after Windows PC you need to get used to the location of the period and comma in the Russian layout). I did not regret that I took the iMac and I recommend it - you will not regret it."
413,4130401,63,3106,2017-05-01,"Цена, быстрота нагрева, выбор температуры",5,positive,"Price, heating speed, temperature selection"
219,3050101,1542,2039,2010-06-02,"графа убогая - это -.  интересный сюжет - это +.  3 кампании - тоже круто (мне понравилось за чужого).  управление неудобное, полная хрень,  а так все нормально , короче покупайте не бойтесь!!!",4,positive,"the graphics are poor - that&#39;s a -. the interesting plot is a +. 3 campaigns are also cool (I liked it as an alien). the controls are inconvenient, complete crap, but otherwise everything is fine, in short, buy it, don&#39;t be afraid!!!"
515,5150101,1,2937,2012-09-23,"Были у меня такие,очень хороший звук! Но есть один недостаток - без поролоновых амбушюр они уже так сочно не звучат и плохо держаться в ушах(сменил несколько амбушюр за время пользования). Продержались два года, сломались по моей вине (дернул случайно сильно провод). Цена более чем подходящая, а звучат они на много дороже.",5,positive,"I had some of these, very good sound! But there is one drawback - without foam ear pads they don&#39;t sound so rich and don&#39;t stay in your ears well (I changed several ear pads during use). They lasted two years, broke due to my fault (I accidentally pulled the wire hard). The price is more than right, and they sound much more expensive."
401,4010301,13,1056,2015-10-31,"Очень довольна покупкой, ничего не шумит, готовит отменно, телескопические направляющие очень удобный девайс, таймер приготовления оповещает пока его не выключишь, все режимы работают, очень удобная в эксплуатации. И не нужны никакие автоматичнские программы и функции очистки, так что, не переплачивайте деньги за ненужные функции, в данном духовом шкафу есть все необходимые функции, блюда получаются отменными, выпечка вообще супер! Я осталась очень довольна Самсунгом!",5,positive,"I am very happy with the purchase, it makes no noise, it cooks perfectly, the telescopic guides are a very convenient device, the cooking timer notifies you until you turn it off, all modes work, it is very easy to use. And no automatic programs and cleaning functions are needed, so do not overpay for unnecessary functions, this oven has all the necessary functions, the dishes turn out excellent, the baking is generally super! I was very happy with the Samsung!"
411,4110102,13,2052,2017-03-21,"Пылесос компактен, мощный, лёгок даже для женской руки. Очень удобна чистка контейнера.",5,positive,"The vacuum cleaner is compact, powerful, light even for a woman&#39;s hand. The container is very convenient to clean."
403,4030201,2159,271,2014-01-11,"Данную машинку приобрели полтора года назад. Работает до сих пор отлично,стирает очень качественно. Бывала и стирка больше часа,и ничего,все отлично работает. Единственный минус-появились две маленькие дырочки на шланге для слива воды (но это произошло совсем недавно). Мы эти дырки замотали белой изолентой и машинка опять как новая! Рекомендую и для дачи,и для съемных квартир. Легкая,можно перемещать без проблем.",5,positive,"We bought this machine a year and a half ago. It still works great, washes very well. Sometimes it washes for more than an hour, and nothing, everything works great. The only downside is that two small holes appeared on the water drain hose (but this happened quite recently). We covered these holes with white tape and the machine is like new again! I recommend it for both a summer house and for rented apartments. It is lightweight, you can move it without any problems."
203,2030201,93,1538,2010-01-15,"Вчера купила. Пока нравится все. Яркий красивый экран. Большой, но тем не менее, очень удобный. Пока косяков не нашла, если найду сообщу дополнительно. Очень довольна покупкой.",5,positive,"Yesterday I bought it. So far I like everything. Bright beautiful screen. Big, but nevertheless very convenient. So far I have not found any flaws, if I find any I will let you know additionally. Very happy with the purchase."
411,4110101,13,1484,2013-05-25,"Покупка порадовала очень. Из минусов ну и то недля меняа длямамыи котов - шумноват. Длинна шнура - хватает от розетки посредиквартиры пропылесосить весьдом, не переключаясь. Наличие щелевых щеток - радует, также маленькая турбо-щетка вполне удобоварима, если кому-то мало, есть возможность купить стандартную по-больше. Через неделю стандартного использования решила провести краш-тест. Вымытый пол снова намочила и собрала воду пылесосом!!!! ВНИМАНИЕ НЕ ПОВТОРЯТЬ!!!! Производителине рекомендуют. От железной ручки чуть щипнуло током(тк руки-ноги были мокрые, взялась тут же за плстиковую ручку) воду с пола собрал на ура, как будто просто протерли влажной тряпкой. От увиденного оказалась в шоке, от куда все это взялось в фильтре не знаю, я вроде хозяйка хорошая в плане чистоты дотошная, но повторюсь что увиденное очень удивило. В общем не пожалела о покупке ни разу, мощный с нормальным количеством удобных прочных насадок, не выплевывает ввоздух пыль, всев воде и на фильтрах остается. Надеюсь радовать будет долго.",5,positive,"I was very pleased with the purchase. Of the minuses, well, not for me, but for a mother and cats - a bit noisy. The length of the cord - enough to vacuum the whole house from a socket in the middle of the apartment, without switching. The presence of crevice brushes - pleases, also a small turbo brush is quite convenient, if someone is not enough, there is an opportunity to buy a standard larger one. After a week of standard use, I decided to conduct a crash test. I wet the washed floor again and collected water with a vacuum cleaner!!!! ATTENTION DO NOT REPEAT!!!! Manufacturers do not recommend. From the iron handle I slightly pinched an electric shock (since my hands and feet were wet, I immediately took the plastic handle) collected water from the floor perfectly, as if I had simply wiped it with a damp cloth. I was shocked by what I saw, I don&#39;t know where all this came from in the filter, I seem to be a good housewife in terms of cleanliness, meticulous, but I repeat that what I saw was very surprising. In general, I have not regretted the purchase at all, powerful with a normal number of convenient durable attachments, does not spit dust into the air, everything remains in the water and on the filters. I hope it will please for a long time."
103,1030901,1008,2815,2010-06-10,"Можно сохранить позицию трека, нажав на пульте кнопку ""save time"". Все очень просто ;)",4,positive,You can save the track position by pressing the &quot;save time&quot; button on the remote. It&#39;s very simple ;)
207,2070202,1008,1136,2010-09-09,Пользуюсь уже год плеером и всё работает отлично.Я довольна)))),5,positive,I&#39;ve been using the player for a year now and everything works great. I&#39;m happy))))
406,4061001,759,1440,2016-01-19,"Всегда мечтала о стеклянном чайнике, 6 лет назад купила. Всем довольна до сих пор, но на днях сломались крепления на крышке (развалились), можно и дальше пользоваться, но не удобно, и облезла серебрянка на крышке. Чайник идеальный, поэтому иду покупать такой же снова))))",5,positive,"I always dreamed of a glass teapot, bought it 6 years ago. I am still happy with everything, but the other day the fasteners on the lid broke (fell apart), you can continue to use it, but it is not convenient, and the silver on the lid peeled off. The teapot is perfect, so I am going to buy the same one again))))"
403,4030101,81,257,2010-05-25,"стирает хорошо, но очень шумит, стараюсь от нее подальше держаться, и ещё- хорошо стирается надпись ""Electrolux"" впереди наверху, по-моему, так не должно быть...раньше была французская Brand- мы так её любили, она такая тихенькая была...",4,positive,"it washes well, but it&#39;s very noisy, I try to stay away from it, and also - the &quot;Electrolux&quot; sign on the front at the top wears off well, in my opinion, it shouldn&#39;t be like that... I used to have a French Brand - we loved it so much, it was so quiet..."
413,4130401,63,1554,2016-06-24,Пользуюсь данной моделью уже более трех лет.   Замечательно справляется со своей задачей. Легко и быстро.  Удобно регулировать температуру.  К покупке рекомендую!,5,positive,I have been using this model for over three years. It does its job perfectly. Easy and fast. It is convenient to regulate the temperature. I recommend buying it!
205,2050201,13,2878,2010-01-20,"очень редко встретишь телефон в котором не к чему придраться. Такое впечатление , что конструкторы самсунга в этот раз сидели на форумах и собирали пожелания владельцев s5230.    + дизайн: свежий и современный   + форма: стал уже на 2 мм,скруглили, в руке лежит гораздо лучше, пропорции идеальные.  + корпус: задняя крышка не маркая,поверхность типа ""софт"", благодаря форме не карябается, все подогнано идеально, крышка сделана в виде крышки :-)не сдвижная. Не люфтит не проминается. тело хорошо сбито, внутри собрано на винтиках а не на защелках.   + самодостаточная камера с автофокусом и вспышкой.  + заряжается от зарядки и от компьютера, т е фактически решена проблема зарядки дома и на работе. Все разьемчики сверху.  + полноценный, стандартный шнур с USB через который даже можно самостоятельно заливать новые прошивки.   + стандартный разьем под наушники  + кнопка вызова и отбоя сделана единой качелькой, не нужно целиться пальцами в кнопки, удобно.  + вафля - мечта владельцев ""стар"".  + те кто хотел купить подобный телефон, купили s5230, т е нас будет мало :-) хотя фиг его знает.  + пленку покупать не нужно, все надписи нормально стираются жидкостью для снятия лака без ацетона. Только делать нужно это аккуратно, не залейте динамик.  + на сайте М-Видео ошибка! телефон в   этой торговой сети Корейский а не китайский, даже аккумулятор корейский ... а это очень и очень хорошо.  + очень квалифицированный персонал М-Видео ""Европа"" Волгоград, был приятно удивлен. Тему по телефонам знают глубоко ...",5,positive,"It&#39;s very rare to find a phone that has nothing to complain about. It seems that Samsung designers were sitting on forums this time and collecting wishes from S5230 owners. + design: fresh and modern + shape: 2 mm narrower, rounded, fits much better in the hand, ideal proportions. + case: the back cover is not easily soiled, the surface is &quot;soft&quot;, thanks to the shape it does not get scratched, everything fits perfectly, the cover is made in the form of a cover :-) it is not sliding. It does not have play or dent. The body is well knocked together, assembled inside with screws and not latches. + self-sufficient camera with autofocus and flash. + charges from a charger and from a computer, i.e. the problem of charging at home and at work is actually solved. All connectors are on top. + a full-fledged, standard cable with USB through which you can even independently upload new firmware. + standard headphone jack + call and end button is made as a single rocker, no need to aim your fingers at the buttons, convenient. + waffle is a dream of &quot;star&quot; owners. + those who wanted to buy a similar phone, bought s5230, i.e. there will be few of us :-) although who knows. + no need to buy a film, all the inscriptions can be easily erased with nail polish remover without acetone. Just do it carefully, do not flood the speaker. + there is a mistake on the M-Video website! the phone in this retail chain is Korean and not Chinese, even the battery is Korean ... and this is very, very good. + very qualified staff M-Video &quot;Europe&quot; Volgograd, I was pleasantly surprised. They know the subject of phones deeply ..."
404,4040203,755,1453,2015-11-18,"6 990 руб. для данного аппарата хорошая цена. Работает тихо. Белого налета не замечаем. Воду льем из крана. Фильтр перед первым использованием сутки держали в воде. Не знаю насколько эффективен серебряный стержень, но он есть. Конденсат после некоторого времени действительно сверху образуется, но думаю ничего страшного в этом нет. Сделан довольно качественно.",5,positive,"6,990 rubles is a good price for this device. It works quietly. We don&#39;t notice any white residue. We pour water from the tap. We kept the filter in water for a day before the first use. I don&#39;t know how effective the silver rod is, but it is there. Condensation does form on top after some time, but I don&#39;t think there&#39;s anything wrong with that. It&#39;s made quite well."
413,4130701,66,1440,2010-05-01,"Я, как женщина, хочу выразить огромное спасибо производителям этой бритвы!!! Теперь мой муж бреется всего 1 минуту!!! Это очень радует и на гель и пену не тратим деньги!!! Но это только при наличии розетки в ванной комнате!!!",5,positive,"As a woman, I want to express my deepest gratitude to the manufacturers of this razor!!! Now my husband shaves in just 1 minute!!! This makes me very happy and we don&#39;t spend money on gel and foam!!! But this is only if there is a socket in the bathroom!!!"
515,5150101,11,783,2010-08-30,"Наушники отличные, всем рекомендую.  Гооспода, насчёт проблемы с левым наушником - у самого такая же проблема, но с правым.  А вы не думали, что это из-за перетёрки кабеля рядом со штекером?",5,positive,"The headphones are excellent, I recommend them to everyone. Gentlemen, regarding the problem with the left earphone - I have the same problem, but with the right one. And have you not thought that this is due to the cable being frayed near the plug?"
411,4110101,807,1538,2011-11-21,"Отличный пылесос! Сначала он мне не понравился: шумный, большой по размерам. Но все изменилось после уборки: собрал все волосы и шерсть в доме, нет пыли после уборки! Контейнер моется без проблем (по сравнению с другими пылесосами).",4,positive,"Excellent vacuum cleaner! At first I didn&#39;t like it: noisy, big in size. But everything changed after cleaning: collected all hair and wool in the house, no dust after cleaning! The container is washed without problems (compared to other vacuum cleaners)."
219,3050101,1542,978,2009-11-25,Лучшая (на мой взгляд) игра за последние 2 года.,5,positive,The best (in my opinion) game of the last 2 years.
107,1070907,80,2738,2010-09-17,"А если поискать по инету - куча сообщений о том, как эту ""опцию"" включить самому. Проверено - работает. С флешки потом можно смотреть кино.",5,positive,And if you search the Internet - there are a lot of messages about how to enable this &quot;option&quot; yourself. Checked - it works. Then you can watch movies from the flash drive.
205,2050201,13,313,2009-10-26,"Сначала горела нокией эксперсс мьюзик, но сестра подаила Его! Великолепный по дизайну и навороченный по функциям! Очень подходит девушкам, которые любят женственность) то что качество, не знаю, он сделан в Корее и качество не подводит) Интерфейс вполне удобный, главное преимущество быстрый инет и хорошая камера! Те кто хочет выделиться чем-то изысканным, многофункциональным берите не ошибетесь. Плохой критики не сказала, потому что не нашла, разве что динамик не слишком громкий да и не для игр он создан...  З.Ы подруга купила Нокиа, фотки бепонтовые, телефон громко орет с плохим звуком, да и экран прогибается при нажатии( так что делайте выводы, товарищи!",5,positive,"At first I was burning with Nokia Express Music, but my sister gave me this one! Great in design and full of functions! It suits girls who love femininity very well) I don&#39;t know about the quality, it&#39;s made in Korea and the quality doesn&#39;t let me down) The interface is quite convenient, the main advantage is fast Internet and a good camera! Those who want to stand out with something sophisticated, multifunctional, take it, you won&#39;t go wrong. I didn&#39;t say any bad criticism, because I didn&#39;t find any, except that the speaker is not very loud and it&#39;s not made for games... P.S. My friend bought Nokia, the photos are useless, the phone screams loudly with bad sound, and the screen bends when pressed (so draw your own conclusions, comrades!"
515,5150101,258,1983,2010-02-27,"Только что моя девушка подарила мне эту чудо-вещь!Скажу сразу, немцы понимают в музыке.Звук просто ВАУУУ!!!В пределах 2000 деревянных это просто шикарный выбор)))Все меломанам советую!",5,positive,"My girlfriend just gave me this wonderful thing! I&#39;ll tell you right away, the Germans understand music. The sound is just WOW!!! For 2000 rubles, this is just a great choice))) I recommend it to all music lovers!"
207,2070202,1008,1225,2010-06-12,"РЕБЯТА !!!!!подскажите !!!не могу решить какой mp3 плеер покупать ---Ritmix KF 8800(8 Гб) или Ritmix KF 8900 (8 Гб)? помогите выбрать и если можете ,скажите их - и +",5,positive,"GUYS!!!!! Tell me!!! I can&#39;t decide which mp3 player to buy ---Ritmix KF 8800(8 GB) or Ritmix KF 8900 (8 GB)? Help me choose and if you can, tell me their - and +"
413,4130401,1036,1417,2012-12-29,"Мне все понравилось! Девушки, если у вас вскоре после выпрямления появляются волны, это не значит что товар некачественный. Всё зависит от ваших волос и от влажности, в которой вы находитес, если она высокая, то волосы будут принимать естественное состояние.",5,positive,"I liked everything! Girls, if you have waves soon after straightening, this does not mean that the product is of poor quality. Everything depends on your hair and the humidity in which you are, if it is high, then the hair will take on a natural state."
411,4110103,1557,3215,2015-08-06,"Купила пылесос и очень довольна. В первый день перемыла все.  Достоинства: насадки на все случаи жизни очень удобные, встроенная трубка подачи воды, находится внутри основной трубы (у других пылесосов крепится на трубку и болтается),  мощность всасывания отличная, остаточная влажность минимальная, через час ковер сухой, противоударный пластик для чистой воды, видно сколько воды чистой и грязной, отсутствие комплектующих (фильтры, пылесборники и т.п). Недостатки: шумноватый, тяжеловатый, насадка для мытья твердых поверхностей не маневренная. Все его достоинства перекрывают недостатки. Такой же взяла своей маме. Для большого дома подходит на все 1000%.",5,positive,"I bought a vacuum cleaner and am very happy. I washed everything on the first day. Pros: very convenient attachments for all occasions, built-in water supply tube, located inside the main pipe (in other vacuum cleaners it is attached to the tube and dangles), excellent suction power, minimal residual moisture, the carpet is dry in an hour, shockproof plastic for clean water, you can see how much water is clean and dirty, no accessories (filters, dust collectors, etc.). Cons: noisy, heavy, the attachment for washing hard surfaces is not maneuverable. All its advantages outweigh the disadvantages. I bought the same one for my mother. It is 1000% suitable for a large house."
107,1070902,15,656,2010-03-01,"Пришёл за Филипом, а купил этот телевизор и не жалею. HD идеально. С USB читает все форматы воспроизводит без тормозов. Цифровой тюнер с MPEG-4. Плюс 3 года гарантия. Чего ещё надо. 5 балов.",5,positive,"Came for Philip, but bought this TV and do not regret. HD is perfect. Reads all formats from USB, plays without any lags. Digital tuner with MPEG-4. Plus 3 years warranty. What else do you need. 5 points."
515,5150101,10,551,2013-09-30,"Все четко!Никаких шумов! Отличные наушники басов вполне хватает)на 8 баллов из 10)Советую, не пожалеете!",5,positive,"Everything is clear! No noise! Excellent headphones, bass is enough) 8 points out of 10) I recommend, you will not regret!"
406,4060501,759,2006,2011-01-14,"используем полтора года, работает отлично, моется быстро. Получается делать сок даже из гранатов!",5,positive,"We&#39;ve been using it for a year and a half, it works great, and it&#39;s easy to clean. You can even make juice from pomegranates!"
413,4130701,66,2052,2010-07-06,"Я сторонник электробритв-решил обновить свой гардероб..)))Купил обновленную Braun..бреет лучше прежней ...Со станком не сравнить..Удобно,красиво и быстро-что еще надо...))",5,positive,"I am a supporter of electric razors - I decided to update my wardrobe..))) I bought the updated Braun.. it shaves better than the previous one... You can&#39;t compare it with a machine.. Convenient, beautiful and fast - what else do you need...))"
303,3030501,1542,2923,2013-01-11,Произвела огромное впечатление. После неё даже Uncharted 3 уже не выглядела каким-то прорывом среди игр.,5,positive,"It made a huge impression. After it, even Uncharted 3 didn&#39;t look like a breakthrough among games."
406,4060301,86,1109,2012-03-02,"Пользуюсь такой уже год, нареканий ни каких, крутит все подряд, жилки, кусочки побольше , все одним махом. Даже сырую морковь прокручивает без нареканий, у машины есть реверс, что тоже очень удобно, и хорошее качество ножей, за год ни разу не покупала, хотя к бывшей мясорубке BOSCH каждые три мясяца, соединение , где  шнековая часть , матлическое, на переходничках не раззоряюсь, как со старой, поэтому я сейчас в восторге.  Всем советую!",5,positive,"I&#39;ve been using this for a year now, no complaints, it grinds everything, veins, larger pieces, everything in one go. It even grinds raw carrots without any complaints, the machine has a reverse, which is also very convenient, and good quality knives, I haven&#39;t bought any in a year, although I used to grind my former BOSCH meat grinder every three minutes, the connection where the auger part is, is made of metal, I don&#39;t waste money on adapters, like with the old one, so I&#39;m delighted now. I recommend it to everyone!"
107,1070908,10,140,2010-05-14,"купили 3  месяца назад, покупкой довольны, очень хорошая цветопередача, хороший звук, если даже не включать домашний кинотеатр, радует европейская сборка, смотрю фильмы в HD, радует качество изображения, удивил пульт, надо удерживать кнопку включения около 2-3 секунд, чтобы включить, может, это у меня только так.",5,positive,"bought 3 months ago, happy with the purchase, very good color rendering, good sound, even if you don&#39;t turn on the home theater, European assembly pleases, I watch movies in HD, I am pleased with the image quality, surprised by the remote control, you have to hold the power button for about 2-3 seconds to turn it on, maybe it&#39;s just me."
410,4100301,48,1851,2017-01-21,Цена и качество,5,positive,Price and quality
218,3050301,769,508,2012-09-03,Купил для учебы и очень доволен. В отличии от прежних версий - эта понятнее и удобнее.,5,positive,"I bought it for studying and I am very happy. Unlike previous versions, this one is clearer and more convenient."
203,2030201,534,400,2010-08-21,"Купил в январе, на день рождение, себе в подарок за  30 000.  Этих денег по любому стоит !!!!  берите не пожалеете.  До него пользовался асус,тошиба,MSI.  Этот лучший.Динамики, графика,дизайн все на высоте.",5,positive,"I bought it in January, for my birthday, as a gift for myself for 30,000. It&#39;s worth it for sure!!!! Buy it, you won&#39;t regret it. Before it, I used Asus, Toshiba, MSI. This one is the best. Speakers, graphics, design, everything is top notch."
517,5170101,916,1065,2010-02-05,Изящный набор с узким аккуратным основанием приятно держать в руке.  Один минус матовое основанием со временем царапается.,5,positive,"An elegant set with a narrow, neat base is pleasant to hold in your hand. One minus is that the matte base scratches over time."
205,2050201,656,1893,2009-08-24,"Лучший из Sony Ericsson. Не добавить, не прибавить. Советую всем.",5,positive,"The best of Sony Ericsson. Nothing to add, nothing to add. I recommend it to everyone."
107,1070902,13,1225,2010-03-04,"Коротко:  из плюсов:  - равномерная подсветка, как результат очень приличная глубина чёрного  - отличная цветопередача  - мультимедийный плеер (через USB)  - соотношение ""цена-качество""  из минусов:  - аналоговая картинка, впрочем как и на любом жк-телевизоре. Но ведь на обычном телеке HD даже и не светит  Вывод: если смотрите только ""с антенны"" - для вас кинескопные ящики, если цифровое это-самое, то берите - не пожалеете. Универсального ""рецепта"" всё-равно не существует",5,positive,"In short: Pros: - uniform backlighting, resulting in a very decent depth of black - excellent color rendition - multimedia player (via USB) - &quot;price-quality&quot; ratio Cons: - analog picture, however, as on any LCD TV. But on a regular TV, HD does not even shine Conclusion: if you only watch &quot;from the antenna&quot; - CRT boxes are for you, if digital is the most, then take it - you will not regret it. There is no universal &quot;recipe&quot; anyway"
107,1070908,80,581,2010-06-11,"Вчера купил и установил. ТВ супер! За такие деньги поставил бы оценку 8! По обычной городской антенне - вопросов нет. Краски насыщенные, яркие, смотрел с 4,5 метров - качество картинки твердая пятерка! Звук отлично! Вчера не успел подключить домашний кинотеатр, поэтому про ДВД пока ничего не скажу. Меню очень простое, доступное и понятное. Есть кнопка возврата каналов. В общем, претензий нет, недостатков тоже нет. Да, я не болен темами типа FullHD и Blue Ray и прочим ""супер качеством"". Поэтому взял бы еще один, но комнаты кончились куда можно поставить :)",5,positive,"Yesterday I bought and installed it. The TV is super! For that kind of money I would give it an 8! There are no questions about a regular city antenna. The colors are rich and bright, I watched it from 4.5 meters away - the picture quality is a solid five! The sound is excellent! I didn&#39;t have time to connect the home theater yesterday, so I can&#39;t say anything about the DVD yet. The menu is very simple, accessible and understandable. There is a channel return button. In general, there are no complaints, and no shortcomings either. Yes, I&#39;m not crazy about topics like FullHD and Blue Ray and other &quot;super quality&quot;. Therefore, I would have bought another one, but I ran out of rooms where I could put it :)"
